http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010838A&q=1&yr=2010,"Department of Finance Canada","Andrew Kalotay",6010838A,2008-01-25,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-01-25 to 2011-03-31",,379937.25,"This contract includes one or more amendments. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8021374&q=1&yr=2008,"Department of Finance Canada","GRAND &amp; TOY",8021374,2008-06-23,"1172 OFFICE AND STATIONERS SUPPLIES",,2008-06-23,45240.30,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011923&q=1&yr=2008,"Department of Finance Canada","DALIAN ENTERPRISES",6011923,2008-06-26,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-06-26 to 2008-08-31",,21735.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011901&q=1&yr=2008,"Department of Finance Canada","EDGAR, TIM",6011901,2008-06-26,"492 RESEARCH SERVICES","2008-06-26 to 2008-08-01",,24675.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011903&q=1&yr=2008,"Department of Finance Canada","DAHLBY, BEV",6011903,2008-06-26,"492 RESEARCH SERVICES","2008-06-26 to 2008-08-15",,21000.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011905&q=1&yr=2008,"Department of Finance Canada","JAMES R. HINES JR.",6011905,2008-06-26,"492 RESEARCH SERVICES","2008-06-26 to 2008-08-01",,23500.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011906&q=1&yr=2008,"Department of Finance Canada","SII INC",6011906,2008-06-26,"492 RESEARCH SERVICES","2008-06-26 to 2008-08-29",,24675.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011908&q=1&yr=2008,"Department of Finance Canada","ART COCKFIELD",6011908,2008-06-26,"492 RESEARCH SERVICES","2008-06-26 to 2008-08-15",,23625.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7004002&q=1&yr=2008,"Department of Finance Canada","Altis SPR",7004002,2008-06-30,"813 TEMPORARY HELP SERVICES","2008-06-30 to 2008-09-30",,13608.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7004003&q=1&yr=2008,"Department of Finance Canada","Altis SPR",7004003,2008-06-30,"813 TEMPORARY HELP SERVICES","2008-06-30 to 2008-09-30",,13608.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7004000&q=1&yr=2008,"Department of Finance Canada","Altis SPR",7004000,2008-06-30,"813 TEMPORARY HELP SERVICES","2008-06-30 to 2008-09-30",,22579.20,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019197&q=4&yr=2007,"Department of Finance Canada","KONICA MINOLTA BUSINESS SOLUTIONS",8019197,2008-01-01,"533 RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","2008-01-01 to 2010-12-31",,18034.41,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019173&q=4&yr=2007,"Department of Finance Canada","KONICA MINOLTA BUSINESS SOLUTIONS",8019173,2008-01-01,"533 RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","2008-01-01 to 2010-12-31",,24071.33,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010599&q=4&yr=2007,"Department of Finance Canada","SAMSON &amp; ASSOCI&Eacute;S",6010599,2008-01-01,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-01-01 to 2009-03-31",,38640.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003612&q=4&yr=2007,"Department of Finance Canada","DARE HUMAN RESOURCES",7003612,2008-01-02,"813 TEMPORARY HELP SERVICES","2008-01-02 to 2008-05-30",,12618.24,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010644&q=4&yr=2007,"Department of Finance Canada","ENTRUST LIMITED",6010644,2008-01-02,"472 INFORMATION TECHNOLOGY CONSULTANTS","2008-01-02 to 2008-09-30",,24645.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019465&q=4&yr=2007,"Department of Finance Canada","DARE HUMAN RESOURCES",8019465,2008-01-02,"491 MANAGEMENT CONSULTING","2008-01-02 to 2008-11-30",,99330.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003614&q=4&yr=2007,"Department of Finance Canada","S.I. Systems Inc.",7003614,2008-01-02,"813 TEMPORARY HELP SERVICES","2008-01-02 to 2008-03-31",,42719.64,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003616&q=4&yr=2007,"Department of Finance Canada","ARTEMP PERSONNEL SERVICES INC.",7003616,2008-01-02,"813 TEMPORARY HELP SERVICES","2008-01-02 to 2008-06-27",,29192.40,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003609&q=4&yr=2007,"Department of Finance Canada",CALIAN,7003609,2008-01-02,"813 TEMPORARY HELP SERVICES","2008-01-02 to 2008-03-31",,16980.41,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003610&q=4&yr=2007,"Department of Finance Canada","Canada Job One (Canada Job One Inc.",7003610,2008-01-02,"813 TEMPORARY HELP SERVICES","2008-01-02 to 2008-04-30",,14787.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003611&q=4&yr=2007,"Department of Finance Canada",CALIAN,7003611,2008-01-02,"813 TEMPORARY HELP SERVICES","2008-01-02 to 2008-03-31",,16980.41,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003607&q=4&yr=2007,"Department of Finance Canada","API (ALLIANCE PERSONNEL INC.)",7003607,2008-01-02,"813 TEMPORARY HELP SERVICES","2008-01-02 to 2008-06-30",,13086.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019469&q=4&yr=2007,"Department of Finance Canada","METAFORE CORPORATION",8019469,2008-01-02,"812 COMPUTER SERVICES","2008-01-02 to 2008-01-14",,99066.08,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010658&q=4&yr=2007,"Department of Finance Canada","GOVERNING COUNCIL OF THE UNIVERSITY",6010658,2008-01-07,"491 MANAGEMENT CONSULTING","2008-01-07 to 2009-01-31",,226957.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010632&q=4&yr=2007,"Department of Finance Canada",CILFO,6010632,2008-01-07,"447 TUITION FEES AND COSTS OF ATTENDING COURSES INCLUDING SEMINARS NOT ELSEWHERE SPECIFIED","2008-01-07 to 2008-04-03",,14911.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470233&q=4&yr=2007,"Department of Finance Canada","BMC SOFTWARE CANADA INC.",6007470233,2008-01-09,"1228 COMPUTER SOFTWARE",,2008-01-09,24671.96,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010689&q=4&yr=2007,"Department of Finance Canada","BELL CANADA",6010689,2008-01-10,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-01-10 to 2008-02-29",,23205.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019571&q=4&yr=2007,"Department of Finance Canada","DARE HUMAN RESOURCES",8019571,2008-01-10,"491 MANAGEMENT CONSULTING","2008-01-10 to 2008-12-31",,86184.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019572&q=4&yr=2007,"Department of Finance Canada","DARE HUMAN RESOURCES",8019572,2008-01-10,"491 MANAGEMENT CONSULTING","2008-01-10 to 2008-12-31",,99330.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019573&q=4&yr=2007,"Department of Finance Canada","S A Kelly Management Consulting Ltd",8019573,2008-01-10,"491 MANAGEMENT CONSULTING","2008-01-10 to 2008-12-31",,99120.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003640&q=4&yr=2007,"Department of Finance Canada","ACTION PERSONNEL",7003640,2008-01-10,"813 TEMPORARY HELP SERVICES","2008-01-10 to 2008-04-10",,11290.39,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003634&q=4&yr=2007,"Department of Finance Canada",BRAINHUNTER,7003634,2008-01-14,"813 TEMPORARY HELP SERVICES","2008-01-14 to 2008-06-30",,50275.90,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003624&q=4&yr=2007,"Department of Finance Canada","THE AIM GROUP",7003624,2008-01-14,"813 TEMPORARY HELP SERVICES","2008-01-14 to 2008-08-29",,37774.80,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003613&q=4&yr=2007,"Department of Finance Canada","CALIAN (CALIAN) LTD",7003613,2008-01-14,"813 TEMPORARY HELP SERVICES","2008-01-14 to 2008-03-31",,34344.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470313&q=4&yr=2007,"Department of Finance Canada","IPSOS-REID CORPORATION",6007470313,2008-01-17,"341 COMMUNICATIONS RESEARCH SERVICES","2008-01-17 to 2008-03-31",,48539.40,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003635&q=4&yr=2007,"Department of Finance Canada","PROLOGIC SYSTEMS LTD",7003635,2008-01-17,"813 TEMPORARY HELP SERVICES","2008-01-17 to 2008-07-18",,20321.44,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470317&q=4&yr=2007,"Department of Finance Canada","CCL GROUP INC.",6007470317,2008-01-18,"341 COMMUNICATIONS RESEARCH SERVICES","2008-01-18 to 2008-03-31",,82519.38,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010784&q=4&yr=2007,"Department of Finance Canada","Collective Minds Consulting Inc.",6010784,2008-01-21,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-01-21 to 2008-03-31",,24675.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003649&q=4&yr=2007,"Department of Finance Canada","S.I. Systems Inc.",7003649,2008-01-21,"813 TEMPORARY HELP SERVICES","2008-01-21 to 2008-04-30",,21609.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010793&q=4&yr=2007,"Department of Finance Canada","TRM TECHNOLOGIES INC.",6010793,2008-01-21,"491 MANAGEMENT CONSULTING","2008-01-21 to 2008-04-25",,24207.75,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003666&q=4&yr=2007,"Department of Finance Canada","Robert Half Management Resources",7003666,2008-01-22,"813 TEMPORARY HELP SERVICES","2008-01-22 to 2008-03-31",,28001.40,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470322&q=4&yr=2007,"Department of Finance Canada","GARTNER CANADA",6007470322,2008-01-22,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-01-22 to 2008-07-31",,252000.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019748&q=4&yr=2007,"Department of Finance Canada","ART WOODS OFFICE SUPPLIES INC.",8019748,2008-01-24,"1172 OFFICE AND STATIONERS SUPPLIES",,2008-01-24,18759.83,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010838&q=4&yr=2007,"Department of Finance Canada","ANDREW KALOTAY",6010838,2008-01-25,"491 MANAGEMENT CONSULTING","2008-01-25 to 2009-03-31",,259875.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019780&q=4&yr=2007,"Department of Finance Canada","Agilysys Canada Inc.",8019780,2008-01-25,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2008-01-25,98394.41,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010839&q=4&yr=2007,"Department of Finance Canada","COMPUTER SCIENCES CA INC.",6010839,2008-01-28,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-01-28 to 2200-03-31",,23042.25,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019790&q=4&yr=2007,"Department of Finance Canada","NORTHERN MICRO INC.",8019790,2008-01-28,"1239 OTHER OFFICE EQUIPMENT AND PARTS",,2008-01-28,22281.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470289&q=4&yr=2007,"Department of Finance Canada","Dell Canada",6007470289,2008-01-28,"812 COMPUTER SERVICES","2008-01-28 to 2008-02-27",,346005.45,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010418&q=4&yr=2007,"Department of Finance Canada","CENTRE LINGUISTIQUE DU COLLEGE DE JONQUI&Egrave;RE",6010418,2008-01-28,"447 TUITION FEES AND COSTS OF ATTENDING COURSES INCLUDING SEMINARS NOT ELSEWHERE SPECIFIED","2008-01-28 to 2008-05-09",,17325.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019814&q=4&yr=2007,"Department of Finance Canada","NORTHERN MICRO INC.",8019814,2008-01-29,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2008-01-29,22840.65,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470351&q=4&yr=2007,"Department of Finance Canada","IPSOS-REID CORPORATION",6007470351,2008-01-31,"341 COMMUNICATIONS RESEARCH SERVICES","2008-01-31 to 2008-03-31",,88278.75,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003695&q=4&yr=2007,"Department of Finance Canada","Altis SPR",7003695,2008-01-31,"813 TEMPORARY HELP SERVICES","2008-01-31 to 2008-05-30",,38981.25,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019863&q=4&yr=2007,"Department of Finance Canada","CBCI TELECOM",8019863,2008-01-31,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2008-01-31,34454.14,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019113&q=4&yr=2007,"Department of Finance Canada","KONICA MINOLTA BUSINESS SOLUTIONS",8019113,2008-02-01,"533 RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","2008-02-01 to 2011-01-31",,16408.80,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010880&q=4&yr=2007,"Department of Finance Canada","TRM TECHNOLOGIES INC",6010880,2008-02-01,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-02-01 to 2008-03-31",,23940.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003699&q=4&yr=2007,"Department of Finance Canada","QMR Staffing Solutions Inc.",7003699,2008-02-04,"813 TEMPORARY HELP SERVICES","2008-02-04 to 2008-08-31",,78541.16,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010866&q=4&yr=2007,"Department of Finance Canada","SYSTEMATIX SOLUTIONS IT INC.",6010866,2008-02-04,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-02-04 to 2008-03-31",,24806.25,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010889&q=4&yr=2007,"Department of Finance Canada","PETER GUSEN CONSULTING",6010889,2008-02-04,"492 RESEARCH SERVICES","2008-02-04 to 2008-03-31",,23520.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010902&q=4&yr=2007,"Department of Finance Canada","R.J.R. Innovations Inc.",6010902,2008-02-04,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-02-04 to 2008-04-30",,75600.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003684&q=4&yr=2007,"Department of Finance Canada","THE 500 STAFFING SERVICE INC.",7003684,2008-02-04,"813 TEMPORARY HELP SERVICES","2008-02-04 to 2008-05-30",,22601.26,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019883&q=4&yr=2007,"Department of Finance Canada","BELL CANADA",8019883,2008-02-04,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2008-02-04,99664.95,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010900&q=4&yr=2007,"Department of Finance Canada","AJILON CONSULTING",6010900,2008-02-04,"492 RESEARCH SERVICES","2008-02-04 to 2009-01-31",,41958.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019890&q=4&yr=2007,"Department of Finance Canada","METAFORE CORPORATION",8019890,2008-02-05,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2008-02-05,95443.57,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8010033650&q=4&yr=2007,"Department of Finance Canada",BELL,8010033650,2008-02-05,"1227 COMPUTER EQUIPMENT SMALL DESKTOP / PERSONAL / PORTABLE / KEYBOARD",,2008-02-05,23925.13,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8010035530&q=4&yr=2007,"Department of Finance Canada",Conexsys,8010035530,2008-02-05,"1227 COMPUTER EQUIPMENT SMALL DESKTOP / PERSONAL / PORTABLE / KEYBOARD",,2008-02-05,49253.21,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8010035460&q=4&yr=2007,"Department of Finance Canada",CISCO,8010035460,2008-02-05,"1227 COMPUTER EQUIPMENT SMALL DESKTOP / PERSONAL / PORTABLE / KEYBOARD",,2008-02-05,76533.78,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8010035140&q=4&yr=2007,"Department of Finance Canada","INSA CORPORATION",8010035140,2008-02-05,"1227 COMPUTER EQUIPMENT SMALL DESKTOP / PERSONAL / PORTABLE / KEYBOARD",,2008-02-05,113564.93,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470330&q=4&yr=2007,"Department of Finance Canada","CARBON COMPUTING",6007470330,2008-02-05,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2008-02-05,11280.25,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003708&q=4&yr=2007,"Department of Finance Canada","ACCESS CORPORATE TECHNOLOGY INC.",7003708,2008-02-05,"813 TEMPORARY HELP SERVICES","2008-02-05 to 2008-05-30",,16648.54,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019755&q=4&yr=2007,"Department of Finance Canada","XEROX CANADA LTD.",8019755,2008-02-07,"533 RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","2008-02-07 to 2011-02-06",,55112.40,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470263&q=4&yr=2007,"Department of Finance Canada",INSIGHT,6007470263,2008-02-12,"1228 COMPUTER SOFTWARE",,2008-02-12,265463.10,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020032&q=4&yr=2007,"Department of Finance Canada",SPICERS,8020032,2008-02-13,"1172 OFFICE AND STATIONERS SUPPLIES",,2008-02-13,52668.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020042&q=4&yr=2007,"Department of Finance Canada","NORTHERN MICRO INC.",8020042,2008-02-13,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2008-02-13,14962.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010971&q=4&yr=2007,"Department of Finance Canada","The Zeta Group Inc.",6010971,2008-02-14,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-02-14 to 2008-04-17",,28612.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019901&q=4&yr=2007,"Department of Finance Canada","XEROX CANADA LTD.",8019901,2008-02-15,"533 RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","2008-02-15 to 2011-02-14",,21652.62,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020265&q=4&yr=2007,"Department of Finance Canada","XEROX CANADA LTD.",8020265,2008-02-15,"533 RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","2008-02-15 to 2011-02-14",,23621.04,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020266&q=4&yr=2007,"Department of Finance Canada","XEROX CANADA LTD.",8020266,2008-02-15,"533 RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","2008-02-15 to 2011-02-14",,23621.04,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010964&q=4&yr=2007,"Department of Finance Canada","IMATICS INC.",6010964,2008-02-18,"472 INFORMATION TECHNOLOGY CONSULTANTS","2008-02-18 to 2008-12-31",,24491.25,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020037761&q=4&yr=2007,"Department of Finance Canada",BELL,8020037761,2008-02-20,"1227 COMPUTER EQUIPMENT SMALL DESKTOP / PERSONAL / PORTABLE / KEYBOARD",,2008-02-20,15940.91,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470269&q=4&yr=2007,"Department of Finance Canada","SPACESAVER CORPORATION",6007470269,2008-02-20,"1231 OFFICE FURNITURE AND FURNISHINGS",,2008-02-20,79472.40,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020152&q=4&yr=2007,"Department of Finance Canada","SOFTCHOICE CORPORATION",8020152,2008-02-20,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2008-02-20,13326.83,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011046&q=4&yr=2007,"Department of Finance Canada","WILLIAM MCCARTEN",6011046,2008-02-20,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-02-20 to 2008-04-30",,12967.51,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003747&q=4&yr=2007,"Department of Finance Canada","MSC MAPLESOFT CONSULTING INC.",7003747,2008-02-20,"813 TEMPORARY HELP SERVICES","2008-02-20 to 2008-03-31",,40824.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470370&q=4&yr=2007,"Department of Finance Canada","CARBON COMPUTING",6007470370,2008-02-22,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2008-02-22,11554.10,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010987&q=4&yr=2007,"Department of Finance Canada","The Trico Group",6010987,2008-02-25,"311 PUBLISHING SERVICES","2008-02-25 to 2008-02-26",,52812.64,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010988&q=4&yr=2007,"Department of Finance Canada","ST.JOSEPH COMMUNICATIONS",6010988,2008-02-25,"311 PUBLISHING SERVICES","2008-02-25 to 2008-02-26",,65490.14,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011066&q=4&yr=2007,"Department of Finance Canada","GILMORE REPRODUCTIONS",6011066,2008-02-25,"311 PUBLISHING SERVICES","2008-02-25 to 2008-02-26",,16746.35,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011050&q=4&yr=2007,"Department of Finance Canada","IPSS INC.",6011050,2008-02-26,"491 MANAGEMENT CONSULTING","2008-02-26 to 2008-03-31",,23940.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010982&q=4&yr=2007,"Department of Finance Canada","DYNAMEX CANADA CORP",6010982,2008-02-26,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-02-26 to 2008-02-28",,17087.75,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011098&q=4&yr=2007,"Department of Finance Canada","DALIAN ENTERPRISES",6011098,2008-02-27,"491 MANAGEMENT CONSULTING","2008-02-27 to 2008-03-31",,18506.25,Cancelled
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003742&q=4&yr=2007,"Department of Finance Canada","PROLOGIC SYSTEMS LTD",7003742,2008-02-27,"813 TEMPORARY HELP SERVICES","2008-02-27 to 2008-05-05",,10196.95,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020261&q=4&yr=2007,"Department of Finance Canada","BELL CANADA",8020261,2008-02-27,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2008-02-27,34634.25,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020263&q=4&yr=2007,"Department of Finance Canada","METAFORE CORPORATION",8020263,2008-02-27,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2008-02-27,97661.64,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470405&q=4&yr=2007,"Department of Finance Canada","COGNOS INC.",6007470405,2008-02-29,"472 INFORMATION TECHNOLOGY CONSULTANTS","2008-02-29 to 2009-02-28",,102004.28,
